,Star Name
665,SDSS J000013.54+255418.6 [de]
666,SDSS J000013.54+255418.6 [de]
667,SDSS J000013.54+255418.6 [de]
668,SDSS J000013.54+255418.6 [de]
669,SDSS J000013.54+255418.6 [de]
670,SDSS J000013.54+255418.6 [de]
671,SDSS J000013.54+255418.6 [de]
672,SDSS J000013.54+255418.6 [de]
673,SDSS J000013.54+255418.6 [de]
674,SDSS J000013.54+255418.6 [de]
675,SDSS J000013.54+255418.6 [de]
676,SDSS J000013.54+255418.6 [de]
677,SDSS J000013.54+255418.6 [de]
678,SDSS J000013.54+255418.6 [de]
679,SDSS J000013.54+255418.6 [de]
680,SDSS J000013.54+255418.6 [de]
681,SDSS J000013.54+255418.6 [de]
682,SDSS J000013.54+255418.6 [de]
683,SDSS J000013.54+255418.6 [de]
684,SDSS J000013.54+255418.6 [de]
685,SDSS J000013.54+255418.6 [de]
686,SDSS J000013.54+255418.6 [de]
687,SDSS J000013.54+255418.6 [de]
688,SDSS J000013.54+255418.6 [de]
689,SDSS J000013.54+255418.6 [de]
690,SDSS J000013.54+255418.6 [de]
691,SDSS J000013.54+255418.6 [de]
692,SDSS J000013.54+255418.6 [de]
693,SDSS J000013.54+255418.6 [de]
694,SDSS J000013.54+255418.6 [de]
695,SDSS J000013.54+255418.6 [de]
696,SDSS J000013.54+255418.6 [de]
697,SDSS J000013.54+255418.6 [de]
698,SDSS J000013.54+255418.6 [de]
699,SDSS J000013.54+255418.6 [de]
700,SDSS J000013.54+255418.6 [de]
701,SDSS J000013.54+255418.6 [de]
702,SDSS J000013.54+255418.6 [de]
703,SDSS J000013.54+255418.6 [de]
704,SDSS J000013.54+255418.6 [de]
705,SDSS J000013.54+255418.6 [de]
706,SDSS J000013.54+255418.6 [de]
707,SDSS J000013.54+255418.6 [de]
708,SDSS J000013.54+255418.6 [de]
709,SDSS J000013.54+255418.6 [de]
710,SDSS J000013.54+255418.6 [de]
711,SDSS J000013.54+255418.6 [de]
712,SDSS J000013.54+255418.6 [de]
713,SDSS J000013.54+255418.6 [de]
714,SDSS J000013.54+255418.6 [de]
715,SDSS J000013.54+255418.6 [de]
716,SDSS J000013.54+255418.6 [de]
717,SDSS J000013.54+255418.6 [de]
718,SDSS J000013.54+255418.6 [de]
719,SDSS J000013.54+255418.6 [de]
720,SDSS J000013.54+255418.6 [de]
721,SDSS J000013.54+255418.6 [de]
722,SDSS J000013.54+255418.6 [de]
723,SDSS J000013.54+255418.6 [de]
724,SDSS J000013.54+255418.6 [de]
725,SDSS J000013.54+255418.6 [de]
726,SDSS J000013.54+255418.6 [de]
727,SDSS J000013.54+255418.6 [de]
728,SDSS J000013.54+255418.6 [de]
729,SDSS J000013.54+255418.6 [de]
730,SDSS J000013.54+255418.6 [de]
731,SDSS J000013.54+255418.6 [de]
732,SDSS J000013.54+255418.6 [de]
733,SDSS J000013.54+255418.6 [de]
734,SDSS J000013.54+255418.6 [de]
735,SDSS J000013.54+255418.6 [de]
736,SDSS J000013.54+255418.6 [de]
737,SDSS J000013.54+255418.6 [de]
738,SDSS J000013.54+255418.6 [de]
739,SDSS J000013.54+255418.6 [de]
740,SDSS J000013.54+255418.6 [de]
741,SDSS J000013.54+255418.6 [de]
742,SDSS J000013.54+255418.6 [de]
743,SDSS J000013.54+255418.6 [de]
744,SDSS J000013.54+255418.6 [de]
745,SDSS J000013.54+255418.6 [de]
746,SDSS J000013.54+255418.6 [de]
747,SDSS J000013.54+255418.6 [de]
748,SDSS J000013.54+255418.6 [de]
749,SDSS J000013.54+255418.6 [de]
750,SDSS J000013.54+255418.6 [de]
751,SDSS J000013.54+255418.6 [de]
752,SDSS J000013.54+255418.6 [de]
753,SDSS J000013.54+255418.6 [de]
754,SDSS J000013.54+255418.6 [de]
755,SDSS J000013.54+255418.6 [de]
756,SDSS J000013.54+255418.6 [de]
757,SDSS J000013.54+255418.6 [de]
758,SDSS J000013.54+255418.6 [de]
759,SDSS J000013.54+255418.6 [de]
760,SDSS J000013.54+255418.6 [de]
761,SDSS J000013.54+255418.6 [de]
762,SDSS J000013.54+255418.6 [de]
763,SDSS J000013.54+255418.6 [de]
764,SDSS J000013.54+255418.6 [de]
765,SDSS J000013.54+255418.6 [de]
766,SDSS J000013.54+255418.6 [de]
767,SDSS J000013.54+255418.6 [de]
768,SDSS J000013.54+255418.6 [de]
769,SDSS J000013.54+255418.6 [de]
770,SDSS J000013.54+255418.6 [de]
771,SDSS J000013.54+255418.6 [de]
772,SDSS J000013.54+255418.6 [de]
773,SDSS J000013.54+255418.6 [de]
774,SDSS J000013.54+255418.6 [de]
775,SDSS J000013.54+255418.6 [de]
776,SDSS J000013.54+255418.6 [de]
777,SDSS J000013.54+255418.6 [de]
778,SDSS J000013.54+255418.6 [de]
779,SDSS J000013.54+255418.6 [de]
780,SDSS J000013.54+255418.6 [de]
781,SDSS J000013.54+255418.6 [de]
782,SDSS J000013.54+255418.6 [de]
783,SDSS J000013.54+255418.6 [de]
784,SDSS J000013.54+255418.6 [de]
785,SDSS J000013.54+255418.6 [de]
786,SDSS J000013.54+255418.6 [de]
787,SDSS J000013.54+255418.6 [de]
788,SDSS J000013.54+255418.6 [de]
789,SDSS J000013.54+255418.6 [de]
790,SDSS J000013.54+255418.6 [de]
791,SDSS J000013.54+255418.6 [de]
792,SDSS J000013.54+255418.6 [de]
793,SDSS J000013.54+255418.6 [de]
794,SDSS J000013.54+255418.6 [de]
795,SDSS J000013.54+255418.6 [de]
796,SDSS J000013.54+255418.6 [de]
797,SDSS J000013.54+255418.6 [de]
798,SDSS J000013.54+255418.6 [de]
799,SDSS J000013.54+255418.6 [de]
800,SDSS J000013.54+255418.6 [de]
801,SDSS J000013.54+255418.6 [de]
802,SDSS J000013.54+255418.6 [de]
803,SDSS J000013.54+255418.6 [de]
804,SDSS J000013.54+255418.6 [de]
805,SDSS J000013.54+255418.6 [de]
806,SDSS J000013.54+255418.6 [de]
807,SDSS J000013.54+255418.6 [de]
808,SDSS J000013.54+255418.6 [de]
809,SDSS J000013.54+255418.6 [de]
810,SDSS J000013.54+255418.6 [de]
811,SDSS J000013.54+255418.6 [de]
812,SDSS J000013.54+255418.6 [de]
813,SDSS J000013.54+255418.6 [de]
814,SDSS J000013.54+255418.6 [de]
815,SDSS J000013.54+255418.6 [de]
816,SDSS J000013.54+255418.6 [de]
817,SDSS J000013.54+255418.6 [de]
818,SDSS J000013.54+255418.6 [de]
819,SDSS J000013.54+255418.6 [de]
820,SDSS J000013.54+255418.6 [de]
821,SDSS J000013.54+255418.6 [de]
822,SDSS J000013.54+255418.6 [de]
823,SDSS J000013.54+255418.6 [de]
824,SDSS J000013.54+255418.6 [de]
825,SDSS J000013.54+255418.6 [de]
826,SDSS J000013.54+255418.6 [de]
827,SDSS J000013.54+255418.6 [de]
828,SDSS J000013.54+255418.6 [de]
829,SDSS J000013.54+255418.6 [de]
830,SDSS J000013.54+255418.6 [de]
831,SDSS J000013.54+255418.6 [de]
832,SDSS J000013.54+255418.6 [de]
833,SDSS J000013.54+255418.6 [de]
834,SDSS J000013.54+255418.6 [de]
835,SDSS J000013.54+255418.6 [de]
836,SDSS J000013.54+255418.6 [de]
837,SDSS J000013.54+255418.6 [de]
838,SDSS J000013.54+255418.6 [de]
839,SDSS J000013.54+255418.6 [de]
840,SDSS J000013.54+255418.6 [de]
841,SDSS J000013.54+255418.6 [de]
842,SDSS J000013.54+255418.6 [de]
843,SDSS J000013.54+255418.6 [de]
844,SDSS J000013.54+255418.6 [de]
845,SDSS J000013.54+255418.6 [de]
846,SDSS J000013.54+255418.6 [de]
847,SDSS J000013.54+255418.6 [de]
848,SDSS J000013.54+255418.6 [de]
849,SDSS J000013.54+255418.6 [de]
850,SDSS J000013.54+255418.6 [de]
851,SDSS J000013.54+255418.6 [de]
852,SDSS J000013.54+255418.6 [de]
853,SDSS J000013.54+255418.6 [de]
854,SDSS J000013.54+255418.6 [de]
855,SDSS J000013.54+255418.6 [de]
856,SDSS J000013.54+255418.6 [de]
857,SDSS J000013.54+255418.6 [de]
858,SDSS J000013.54+255418.6 [de]
859,SDSS J000013.54+255418.6 [de]
860,SDSS J000013.54+255418.6 [de]
861,SDSS J000013.54+255418.6 [de]
862,SDSS J000013.54+255418.6 [de]
863,SDSS J000013.54+255418.6 [de]
864,SDSS J000013.54+255418.6 [de]
865,SDSS J000013.54+255418.6 [de]
866,SDSS J000013.54+255418.6 [de]
867,SDSS J000013.54+255418.6 [de]
868,SDSS J000013.54+255418.6 [de]
869,SDSS J000013.54+255418.6 [de]
870,SDSS J000013.54+255418.6 [de]
871,SDSS J000013.54+255418.6 [de]
872,SDSS J000013.54+255418.6 [de]
873,SDSS J000013.54+255418.6 [de]
874,SDSS J000013.54+255418.6 [de]
875,SDSS J000013.54+255418.6 [de]
876,SDSS J000013.54+255418.6 [de]
877,SDSS J000013.54+255418.6 [de]
878,SDSS J000013.54+255418.6 [de]
879,SDSS J000013.54+255418.6 [de]
880,SDSS J000013.54+255418.6 [de]
881,SDSS J000013.54+255418.6 [de]
882,SDSS J000013.54+255418.6 [de]
883,SDSS J000013.54+255418.6 [de]
884,SDSS J000013.54+255418.6 [de]
885,SDSS J000013.54+255418.6 [de]
886,SDSS J000013.54+255418.6 [de]
887,SDSS J000013.54+255418.6 [de]
888,SDSS J000013.54+255418.6 [de]
889,SDSS J000013.54+255418.6 [de]
890,SDSS J000013.54+255418.6 [de]
891,SDSS J000013.54+255418.6 [de]
892,SDSS J000013.54+255418.6 [de]
893,SDSS J000013.54+255418.6 [de]
894,SDSS J000013.54+255418.6 [de]
895,SDSS J000013.54+255418.6 [de]
896,SDSS J000013.54+255418.6 [de]
897,SDSS J000013.54+255418.6 [de]
898,SDSS J000013.54+255418.6 [de]
899,SDSS J000013.54+255418.6 [de]
900,SDSS J000013.54+255418.6 [de]
901,SDSS J000013.54+255418.6 [de]
902,SDSS J000013.54+255418.6 [de]
903,SDSS J000013.54+255418.6 [de]
904,SDSS J000013.54+255418.6 [de]
905,SDSS J000013.54+255418.6 [de]
906,SDSS J000013.54+255418.6 [de]
907,SDSS J000013.54+255418.6 [de]
908,SDSS J000013.54+255418.6 [de]
909,SDSS J000013.54+255418.6 [de]
910,SDSS J000013.54+255418.6 [de]
911,SDSS J000013.54+255418.6 [de]
912,SDSS J000013.54+255418.6 [de]
913,SDSS J000013.54+255418.6 [de]
914,SDSS J000013.54+255418.6 [de]
915,SDSS J000013.54+255418.6 [de]
916,SDSS J000013.54+255418.6 [de]
917,SDSS J000013.54+255418.6 [de]
918,SDSS J000013.54+255418.6 [de]
919,SDSS J000013.54+255418.6 [de]
920,SDSS J000013.54+255418.6 [de]
921,SDSS J000013.54+255418.6 [de]
922,SDSS J000013.54+255418.6 [de]
923,SDSS J000013.54+255418.6 [de]
924,SDSS J000013.54+255418.6 [de]
925,SDSS J000013.54+255418.6 [de]
926,SDSS J000013.54+255418.6 [de]
927,SDSS J000013.54+255418.6 [de]
928,SDSS J000013.54+255418.6 [de]
929,SDSS J000013.54+255418.6 [de]
930,SDSS J000013.54+255418.6 [de]
931,SDSS J000013.54+255418.6 [de]
932,SDSS J000013.54+255418.6 [de]
933,SDSS J000013.54+255418.6 [de]
934,SDSS J000013.54+255418.6 [de]
935,SDSS J000013.54+255418.6 [de]
936,SDSS J000013.54+255418.6 [de]
937,SDSS J000013.54+255418.6 [de]
938,SDSS J000013.54+255418.6 [de]
939,SDSS J000013.54+255418.6 [de]
940,SDSS J000013.54+255418.6 [de]
941,SDSS J000013.54+255418.6 [de]
942,SDSS J000013.54+255418.6 [de]
943,SDSS J000013.54+255418.6 [de]
944,SDSS J000013.54+255418.6 [de]
945,SDSS J000013.54+255418.6 [de]
946,SDSS J000013.54+255418.6 [de]
947,SDSS J000013.54+255418.6 [de]
948,SDSS J000013.54+255418.6 [de]
949,SDSS J000013.54+255418.6 [de]
950,SDSS J000013.54+255418.6 [de]
951,SDSS J000013.54+255418.6 [de]
952,SDSS J000013.54+255418.6 [de]
953,SDSS J000013.54+255418.6 [de]
954,SDSS J000013.54+255418.6 [de]
955,SDSS J000013.54+255418.6 [de]
956,SDSS J000013.54+255418.6 [de]
957,SDSS J000013.54+255418.6 [de]
958,SDSS J000013.54+255418.6 [de]
959,SDSS J000013.54+255418.6 [de]
960,SDSS J000013.54+255418.6 [de]
961,SDSS J000013.54+255418.6 [de]
962,SDSS J000013.54+255418.6 [de]
963,SDSS J000013.54+255418.6 [de]
964,SDSS J000013.54+255418.6 [de]
965,SDSS J000013.54+255418.6 [de]
966,SDSS J000013.54+255418.6 [de]
967,SDSS J000013.54+255418.6 [de]
968,SDSS J000013.54+255418.6 [de]
969,SDSS J000013.54+255418.6 [de]
970,SDSS J000013.54+255418.6 [de]
971,SDSS J000013.54+255418.6 [de]
972,SDSS J000013.54+255418.6 [de]
973,SDSS J000013.54+255418.6 [de]
974,SDSS J000013.54+255418.6 [de]
975,SDSS J000013.54+255418.6 [de]
976,SDSS J000013.54+255418.6 [de]
977,SDSS J000013.54+255418.6 [de]
978,SDSS J000013.54+255418.6 [de]
979,SDSS J000013.54+255418.6 [de]
980,SDSS J000013.54+255418.6 [de]
981,SDSS J000013.54+255418.6 [de]
982,SDSS J000013.54+255418.6 [de]
983,SDSS J000013.54+255418.6 [de]
984,SDSS J000013.54+255418.6 [de]
985,SDSS J000013.54+255418.6 [de]
986,SDSS J000013.54+255418.6 [de]
987,SDSS J000013.54+255418.6 [de]
988,SDSS J000013.54+255418.6 [de]
989,SDSS J000013.54+255418.6 [de]
990,SDSS J000013.54+255418.6 [de]
991,SDSS J000013.54+255418.6 [de]
992,SDSS J000013.54+255418.6 [de]
993,SDSS J000013.54+255418.6 [de]
994,SDSS J000013.54+255418.6 [de]
995,SDSS J000013.54+255418.6 [de]
996,SDSS J000013.54+255418.6 [de]
997,SDSS J000013.54+255418.6 [de]
998,SDSS J000013.54+255418.6 [de]
999,SDSS J000013.54+255418.6 [de]
1000,SDSS J000013.54+255418.6 [de]
1001,SDSS J000013.54+255418.6 [de]
1002,SDSS J000013.54+255418.6 [de]
1003,SDSS J000013.54+255418.6 [de]
1004,SDSS J000013.54+255418.6 [de]
1005,SDSS J000013.54+255418.6 [de]
1006,SDSS J000013.54+255418.6 [de]
1007,SDSS J000013.54+255418.6 [de]
1008,SDSS J000013.54+255418.6 [de]
1009,SDSS J000013.54+255418.6 [de]
1010,SDSS J000013.54+255418.6 [de]
1011,SDSS J000013.54+255418.6 [de]
1012,SDSS J000013.54+255418.6 [de]
1013,SDSS J000013.54+255418.6 [de]
1014,SDSS J000013.54+255418.6 [de]
1015,SDSS J000013.54+255418.6 [de]
1016,SDSS J000013.54+255418.6 [de]
1017,SDSS J000013.54+255418.6 [de]
1018,SDSS J000013.54+255418.6 [de]
1019,SDSS J000013.54+255418.6 [de]
1020,SDSS J000013.54+255418.6 [de]
1021,SDSS J000013.54+255418.6 [de]
1022,SDSS J000013.54+255418.6 [de]
1023,SDSS J000013.54+255418.6 [de]
1024,SDSS J000013.54+255418.6 [de]
1025,SDSS J000013.54+255418.6 [de]
1026,SDSS J000013.54+255418.6 [de]
1027,SDSS J000013.54+255418.6 [de]
1028,SDSS J000013.54+255418.6 [de]
1029,SDSS J000013.54+255418.6 [de]
1030,SDSS J000013.54+255418.6 [de]
1031,SDSS J000013.54+255418.6 [de]
1032,SDSS J000013.54+255418.6 [de]
1033,SDSS J000013.54+255418.6 [de]
1034,SDSS J000013.54+255418.6 [de]
1035,SDSS J000013.54+255418.6 [de]
1036,SDSS J000013.54+255418.6 [de]
1037,SDSS J000013.54+255418.6 [de]
1038,SDSS J000013.54+255418.6 [de]
1039,SDSS J000013.54+255418.6 [de]
1040,SDSS J000013.54+255418.6 [de]
1041,SDSS J000013.54+255418.6 [de]
1042,SDSS J000013.54+255418.6 [de]
1043,SDSS J000013.54+255418.6 [de]
1044,SDSS J000013.54+255418.6 [de]
1045,SDSS J000013.54+255418.6 [de]
1046,SDSS J000013.54+255418.6 [de]
1047,SDSS J000013.54+255418.6 [de]
1048,SDSS J000013.54+255418.6 [de]
1049,SDSS J000013.54+255418.6 [de]
1050,SDSS J000013.54+255418.6 [de]
1051,SDSS J000013.54+255418.6 [de]
1052,SDSS J000013.54+255418.6 [de]
1053,SDSS J000013.54+255418.6 [de]
1054,SDSS J000013.54+255418.6 [de]
1055,SDSS J000013.54+255418.6 [de]
1056,SDSS J000013.54+255418.6 [de]
1057,SDSS J000013.54+255418.6 [de]
1058,SDSS J000013.54+255418.6 [de]
1059,SDSS J000013.54+255418.6 [de]
1060,SDSS J000013.54+255418.6 [de]
1061,SDSS J000013.54+255418.6 [de]
1062,SDSS J000013.54+255418.6 [de]
1063,SDSS J000013.54+255418.6 [de]
1064,SDSS J000013.54+255418.6 [de]
1065,SDSS J000013.54+255418.6 [de]
1066,SDSS J000013.54+255418.6 [de]
1067,SDSS J000013.54+255418.6 [de]
1068,SDSS J000013.54+255418.6 [de]
1069,SDSS J000013.54+255418.6 [de]
1070,SDSS J000013.54+255418.6 [de]
1071,SDSS J000013.54+255418.6 [de]
1072,SDSS J000013.54+255418.6 [de]
1073,SDSS J000013.54+255418.6 [de]
1074,SDSS J000013.54+255418.6 [de]
1075,SDSS J000013.54+255418.6 [de]
1076,SDSS J000013.54+255418.6 [de]
1077,SDSS J000013.54+255418.6 [de]
1078,SDSS J000013.54+255418.6 [de]
1079,SDSS J000013.54+255418.6 [de]
1080,SDSS J000013.54+255418.6 [de]
1081,SDSS J000013.54+255418.6 [de]
1082,SDSS J000013.54+255418.6 [de]
1083,SDSS J000013.54+255418.6 [de]
1084,SDSS J000013.54+255418.6 [de]
1085,SDSS J000013.54+255418.6 [de]
1086,SDSS J000013.54+255418.6 [de]
1087,SDSS J000013.54+255418.6 [de]
1088,SDSS J000013.54+255418.6 [de]
1089,SDSS J000013.54+255418.6 [de]
1090,SDSS J000013.54+255418.6 [de]
1091,SDSS J000013.54+255418.6 [de]
1092,SDSS J000013.54+255418.6 [de]
1093,SDSS J000013.54+255418.6 [de]
1094,SDSS J000013.54+255418.6 [de]
1095,SDSS J000013.54+255418.6 [de]
1096,SDSS J000013.54+255418.6 [de]
1097,SDSS J000013.54+255418.6 [de]
1098,SDSS J000013.54+255418.6 [de]
1099,SDSS J000013.54+255418.6 [de]
1100,SDSS J000013.54+255418.6 [de]
1101,SDSS J000013.54+255418.6 [de]
1102,SDSS J000013.54+255418.6 [de]
1103,SDSS J000013.54+255418.6 [de]
1104,SDSS J000013.54+255418.6 [de]
1105,SDSS J000013.54+255418.6 [de]
1106,SDSS J000013.54+255418.6 [de]
1107,SDSS J000013.54+255418.6 [de]
1108,SDSS J000013.54+255418.6 [de]
1109,SDSS J000013.54+255418.6 [de]
1110,SDSS J000013.54+255418.6 [de]
1111,SDSS J000013.54+255418.6 [de]
1112,SDSS J000013.54+255418.6 [de]
1113,SDSS J000013.54+255418.6 [de]
1114,SDSS J000013.54+255418.6 [de]
1115,SDSS J000013.54+255418.6 [de]
1116,SDSS J000013.54+255418.6 [de]
1117,SDSS J000013.54+255418.6 [de]
1118,SDSS J000013.54+255418.6 [de]
1119,SDSS J000013.54+255418.6 [de]
1120,SDSS J000013.54+255418.6 [de]
1121,SDSS J000013.54+255418.6 [de]
1122,SDSS J000013.54+255418.6 [de]
1123,SDSS J000013.54+255418.6 [de]
1124,SDSS J000013.54+255418.6 [de]
1125,SDSS J000013.54+255418.6 [de]
1126,SDSS J000013.54+255418.6 [de]
1127,SDSS J000013.54+255418.6 [de]
1128,SDSS J000013.54+255418.6 [de]
1129,SDSS J000013.54+255418.6 [de]
1130,SDSS J000013.54+255418.6 [de]
1131,SDSS J000013.54+255418.6 [de]
1132,SDSS J000013.54+255418.6 [de]
1133,SDSS J000013.54+255418.6 [de]
1134,SDSS J000013.54+255418.6 [de]
1135,SDSS J000013.54+255418.6 [de]
1136,SDSS J000013.54+255418.6 [de]
1137,SDSS J000013.54+255418.6 [de]
1138,SDSS J000013.54+255418.6 [de]
1139,SDSS J000013.54+255418.6 [de]
1140,SDSS J000013.54+255418.6 [de]
1141,SDSS J000013.54+255418.6 [de]
1142,SDSS J000013.54+255418.6 [de]
1143,SDSS J000013.54+255418.6 [de]
1144,SDSS J000013.54+255418.6 [de]
1145,SDSS J000013.54+255418.6 [de]
1146,SDSS J000013.54+255418.6 [de]
1147,SDSS J000013.54+255418.6 [de]
1148,SDSS J000013.54+255418.6 [de]
1149,SDSS J000013.54+255418.6 [de]
1150,SDSS J000013.54+255418.6 [de]
1151,SDSS J000013.54+255418.6 [de]
1152,SDSS J000013.54+255418.6 [de]
1153,SDSS J000013.54+255418.6 [de]
1154,SDSS J000013.54+255418.6 [de]
1155,SDSS J000013.54+255418.6 [de]
1156,SDSS J000013.54+255418.6 [de]
1157,SDSS J000013.54+255418.6 [de]
1158,SDSS J000013.54+255418.6 [de]
1159,SDSS J000013.54+255418.6 [de]
1160,SDSS J000013.54+255418.6 [de]
1161,SDSS J000013.54+255418.6 [de]
1162,SDSS J000013.54+255418.6 [de]
1163,SDSS J000013.54+255418.6 [de]
1164,SDSS J000013.54+255418.6 [de]
1165,SDSS J000013.54+255418.6 [de]
1166,SDSS J000013.54+255418.6 [de]
1167,SDSS J000013.54+255418.6 [de]
1168,SDSS J000013.54+255418.6 [de]
1169,SDSS J000013.54+255418.6 [de]
1170,SDSS J000013.54+255418.6 [de]
1171,SDSS J000013.54+255418.6 [de]
1172,SDSS J000013.54+255418.6 [de]
1173,SDSS J000013.54+255418.6 [de]
1174,SDSS J000013.54+255418.6 [de]
1175,SDSS J000013.54+255418.6 [de]
1176,SDSS J000013.54+255418.6 [de]
1177,SDSS J000013.54+255418.6 [de]
1178,SDSS J000013.54+255418.6 [de]
1179,SDSS J000013.54+255418.6 [de]
1180,SDSS J000013.54+255418.6 [de]
1181,SDSS J000013.54+255418.6 [de]
1182,SDSS J000013.54+255418.6 [de]
1183,SDSS J000013.54+255418.6 [de]
1184,SDSS J000013.54+255418.6 [de]
1185,SDSS J000013.54+255418.6 [de]
1186,SDSS J000013.54+255418.6 [de]
1187,SDSS J000013.54+255418.6 [de]
1188,SDSS J000013.54+255418.6 [de]
1189,SDSS J000013.54+255418.6 [de]
1190,SDSS J000013.54+255418.6 [de]
1191,SDSS J000013.54+255418.6 [de]
1192,SDSS J000013.54+255418.6 [de]
1193,SDSS J000013.54+255418.6 [de]
1194,SDSS J000013.54+255418.6 [de]
1195,SDSS J000013.54+255418.6 [de]
1196,SDSS J000013.54+255418.6 [de]
1197,SDSS J000013.54+255418.6 [de]
1198,SDSS J000013.54+255418.6 [de]
1199,SDSS J000013.54+255418.6 [de]
1200,SDSS J000013.54+255418.6 [de]
1201,SDSS J000013.54+255418.6 [de]
1202,SDSS J000013.54+255418.6 [de]
1203,SDSS J000013.54+255418.6 [de]
1204,SDSS J000013.54+255418.6 [de]
1205,SDSS J000013.54+255418.6 [de]
1206,SDSS J000013.54+255418.6 [de]
1207,SDSS J000013.54+255418.6 [de]
1208,SDSS J000013.54+255418.6 [de]
1209,SDSS J000013.54+255418.6 [de]
1210,SDSS J000013.54+255418.6 [de]
1211,SDSS J000013.54+255418.6 [de]
1212,SDSS J000013.54+255418.6 [de]
1213,SDSS J000013.54+255418.6 [de]
1214,SDSS J000013.54+255418.6 [de]
1215,SDSS J000013.54+255418.6 [de]
1216,SDSS J000013.54+255418.6 [de]
1217,SDSS J000013.54+255418.6 [de]
1218,SDSS J000013.54+255418.6 [de]
1219,SDSS J000013.54+255418.6 [de]
1220,SDSS J000013.54+255418.6 [de]
1221,SDSS J000013.54+255418.6 [de]
1222,SDSS J000013.54+255418.6 [de]
1223,SDSS J000013.54+255418.6 [de]
1224,SDSS J000013.54+255418.6 [de]
1225,SDSS J000013.54+255418.6 [de]
1226,SDSS J000013.54+255418.6 [de]
1227,SDSS J000013.54+255418.6 [de]
1228,SDSS J000013.54+255418.6 [de]
1229,SDSS J000013.54+255418.6 [de]
1230,SDSS J000013.54+255418.6 [de]
1231,SDSS J000013.54+255418.6 [de]
1232,SDSS J000013.54+255418.6 [de]
1233,SDSS J000013.54+255418.6 [de]
1234,SDSS J000013.54+255418.6 [de]
1235,SDSS J000013.54+255418.6 [de]
1236,SDSS J000013.54+255418.6 [de]
1237,SDSS J000013.54+255418.6 [de]
1238,SDSS J000013.54+255418.6 [de]
1239,SDSS J000013.54+255418.6 [de]
1240,SDSS J000013.54+255418.6 [de]
1241,SDSS J000013.54+255418.6 [de]
1242,SDSS J000013.54+255418.6 [de]
1243,SDSS J000013.54+255418.6 [de]
1244,SDSS J000013.54+255418.6 [de]
1245,SDSS J000013.54+255418.6 [de]
1246,SDSS J000013.54+255418.6 [de]
1247,SDSS J000013.54+255418.6 [de]
1248,SDSS J000013.54+255418.6 [de]
1249,SDSS J000013.54+255418.6 [de]
1250,SDSS J000013.54+255418.6 [de]
1251,SDSS J000013.54+255418.6 [de]
1252,SDSS J000013.54+255418.6 [de]
1253,SDSS J000013.54+255418.6 [de]
1254,SDSS J000013.54+255418.6 [de]
1255,SDSS J000013.54+255418.6 [de]
1256,SDSS J000013.54+255418.6 [de]
1257,SDSS J000013.54+255418.6 [de]
1258,SDSS J000013.54+255418.6 [de]
1259,SDSS J000013.54+255418.6 [de]
1260,SDSS J000013.54+255418.6 [de]
1261,SDSS J000013.54+255418.6 [de]
1262,SDSS J000013.54+255418.6 [de]
1263,SDSS J000013.54+255418.6 [de]
1264,SDSS J000013.54+255418.6 [de]
1265,SDSS J000013.54+255418.6 [de]
1266,SDSS J000013.54+255418.6 [de]
1267,SDSS J000013.54+255418.6 [de]
1268,SDSS J000013.54+255418.6 [de]
1269,SDSS J000013.54+255418.6 [de]
1270,SDSS J000013.54+255418.6 [de]
1271,SDSS J000013.54+255418.6 [de]
1272,SDSS J000013.54+255418.6 [de]
1273,SDSS J000013.54+255418.6 [de]
1274,SDSS J000013.54+255418.6 [de]
1275,SDSS J000013.54+255418.6 [de]
1276,SDSS J000013.54+255418.6 [de]
1277,SDSS J000013.54+255418.6 [de]
1278,SDSS J000013.54+255418.6 [de]
1279,SDSS J000013.54+255418.6 [de]
1280,SDSS J000013.54+255418.6 [de]
1281,SDSS J000013.54+255418.6 [de]
1282,SDSS J000013.54+255418.6 [de]
1283,SDSS J000013.54+255418.6 [de]
1284,SDSS J000013.54+255418.6 [de]
1285,SDSS J000013.54+255418.6 [de]
1286,SDSS J000013.54+255418.6 [de]
1287,SDSS J000013.54+255418.6 [de]
1288,SDSS J000013.54+255418.6 [de]
1289,SDSS J000013.54+255418.6 [de]
1290,SDSS J000013.54+255418.6 [de]
1291,SDSS J000013.54+255418.6 [de]
1292,SDSS J000013.54+255418.6 [de]
1293,SDSS J000013.54+255418.6 [de]
1294,SDSS J000013.54+255418.6 [de]
1295,SDSS J000013.54+255418.6 [de]
1296,SDSS J000013.54+255418.6 [de]
1297,SDSS J000013.54+255418.6 [de]
1298,SDSS J000013.54+255418.6 [de]
1299,SDSS J000013.54+255418.6 [de]
1300,SDSS J000013.54+255418.6 [de]
1301,SDSS J000013.54+255418.6 [de]
1302,SDSS J000013.54+255418.6 [de]
1303,SDSS J000013.54+255418.6 [de]
1304,SDSS J000013.54+255418.6 [de]
1305,SDSS J000013.54+255418.6 [de]
1306,SDSS J000013.54+255418.6 [de]
1307,SDSS J000013.54+255418.6 [de]
1308,SDSS J000013.54+255418.6 [de]
1309,SDSS J000013.54+255418.6 [de]
1310,SDSS J000013.54+255418.6 [de]
1311,SDSS J000013.54+255418.6 [de]
1312,SDSS J000013.54+255418.6 [de]
1313,SDSS J000013.54+255418.6 [de]
1314,SDSS J000013.54+255418.6 [de]
1315,SDSS J000013.54+255418.6 [de]
